0,-2500.000000
1,-2499.999999
2,-2499.999970
3,-2499.999769
4,-2499.999028
5,-2499.997036
6,-2499.992632
7,-2499.984098
8,-2499.969046
9,-2499.944323
10,-2499.905904
11,-2499.848803
12,-2499.766974
13,-2499.653232
14,-2499.499167
15,-2499.295072
16,-2499.029870
17,-2498.691051
18,-2498.264619
19,-2497.735040
20,-2497.085199
21,-2496.296366
22,-2495.348169
23,-2494.218575
24,-2492.883877
25,-2491.318692
26,-2489.495964
27,-2487.386981
28,-2484.961390
29,-2482.187233
30,-2479.030978
31,-2475.457570
32,-2471.430482
33,-2466.911775
34,-2461.862172
35,-2456.241125
36,-2450.006909
37,-2443.116705
38,-2435.526699
39,-2427.192186
40,-2418.067677
41,-2408.107017
42,-2397.263500
43,-2385.489999
44,-2372.739091
45,-2358.963188
46,-2344.114681
47,-2328.146071
48,-2311.010113
49,-2292.659961
50,-2273.049313
51,-2252.132554
52,-2229.864905
53,-2206.202568
54,-2181.102873
55,-2154.524421
56,-2126.427225
57,-2096.772856
58,-2065.524578
59,-2032.647480
60,-1998.108614
61,-1961.877115
62,-1923.924331
63,-1884.223934
64,-1842.752036
65,-1799.487298
66,-1754.411024
67,-1707.507261
68,-1658.762883
69,-1608.167674
70,-1555.714397
71,-1501.398860
72,-1445.219976
73,-1387.179809
74,-1327.283616
75,-1265.539879
76,-1201.960329
77,-1136.559961
78,-1069.357041
79,-1000.373104
80,-929.632941
81,-857.164585
82,-782.999274
83,-707.171425
84,-629.718579
85,-550.681355
86,-470.103385
87,-388.031246
88,-304.514382
89,-219.605019
90,-133.358078
91,-45.831069
92,42.916008
93,132.820777
94,223.818603
95,315.842715
96,408.824334
97,502.692808
98,597.375744
99,692.799155
100,788.887604
101,885.564352
102,982.751505
103,1080.370175
104,1178.340630
105,1276.582452
106,1375.014697
107,1473.556049
108,1572.124985
109,1670.639928
110,1769.019408
111,1867.182218
112,1965.047568
113,2062.535243
114,2159.565747
115,2256.060461
116,2351.941781
117,2447.133265
118,2541.559769
119,2635.147585
120,2727.824571
121,2819.520276
122,2910.166064
123,2999.695228
124,3088.043103
125,3175.147174
126,3260.947172
127,3345.385172
128,3428.405683
129,3509.955725
130,3589.984912
131,3668.445520
132,3745.292550
133,3820.483787
134,3893.979850
135,3965.744237
136,4035.743366
137,4103.946604
138,4170.326293
139,4234.857768
140,4297.519375
141,4358.292471
142,4417.161428
143,4474.113628
144,4529.139447
145,4582.232245
146,4633.388334
147,4682.606959
148,4729.890253
149,4775.243208
150,4818.673624
151,4860.192060
152,4899.811783
153,4937.548707
154,4973.421329
155,5007.450661
156,5039.660164
157,5070.075664
158,5098.725279
159,5125.639336
160,5150.850282
161,5174.392597
162,5196.302702
163,5216.618866
164,5235.381105
165,5252.631086
166,5268.412023
167,5282.768576
168,5295.746743
169,5307.393754
170,5317.757963
171,5326.888738
172,5334.836350
173,5341.651860
174,5347.387009
175,5352.094102
176,5355.825898
177,5358.635492
178,5360.576203
179,5361.701461
180,5362.064690
