0,-2500.000000
1,-2500.000000
2,-2499.999988
3,-2499.999908
4,-2499.999611
5,-2499.998814
6,-2499.997053
7,-2499.993639
8,-2499.987619
9,-2499.977729
10,-2499.962362
11,-2499.939521
12,-2499.906789
13,-2499.861293
14,-2499.799667
15,-2499.718029
16,-2499.611948
17,-2499.476420
18,-2499.305848
19,-2499.094016
20,-2498.834079
21,-2498.518546
22,-2498.139268
23,-2497.687430
24,-2497.153551
25,-2496.527477
26,-2495.798386
27,-2494.954792
28,-2493.984556
29,-2492.874893
30,-2491.612391
31,-2490.183028
32,-2488.572193
33,-2486.764710
34,-2484.744869
35,-2482.496450
36,-2480.002764
37,-2477.246682
38,-2474.210680
39,-2470.876874
40,-2467.227071
41,-2463.242807
42,-2458.905400
43,-2454.196000
44,-2449.095636
45,-2443.585275
46,-2437.645873
47,-2431.258428
48,-2424.404045
49,-2417.063985
50,-2409.219725
51,-2400.853022
52,-2391.945962
53,-2382.481027
54,-2372.441149
55,-2361.809768
56,-2350.570890
57,-2338.709143
58,-2326.209831
59,-2313.058992
60,-2299.243446
61,-2284.750846
62,-2269.569732
63,-2253.689573
64,-2237.100814
65,-2219.794919
66,-2201.764409
67,-2183.002904
68,-2163.505153
69,-2143.267070
70,-2122.285759
71,-2100.559544
72,-2078.087990
73,-2054.871924
74,-2030.913446
75,-2006.215952
76,-1980.784132
77,-1954.623984
78,-1927.742816
79,-1900.149241
80,-1871.853177
81,-1842.865834
82,-1813.199710
83,-1782.868570
84,-1751.887432
85,-1720.272542
86,-1688.041354
87,-1655.212498
88,-1621.805753
89,-1587.842008
90,-1553.343231
91,-1518.332428
92,-1482.833597
93,-1446.871689
94,-1410.472559
95,-1373.662914
96,-1336.470266
97,-1298.922877
98,-1261.049703
99,-1222.880338
100,-1184.444958
101,-1145.774259
102,-1106.899398
103,-1067.851930
104,-1028.663748
105,-989.367019
106,-949.994121
107,-910.577580
108,-871.150006
109,-831.744029
110,-792.392237
111,-753.127113
112,-713.980973
113,-674.985903
114,-636.173701
115,-597.575815
116,-559.223287
117,-521.146694
118,-483.376093
119,-445.940966
120,-408.870172
121,-372.191890
122,-335.933574
123,-300.121909
124,-264.782759
125,-229.941130
126,-195.621131
127,-161.845931
128,-128.637727
129,-96.017710
130,-64.006035
131,-32.621792
132,-1.882980
133,28.193515
134,57.591940
135,86.297695
136,114.297347
137,141.578642
138,168.130517
139,193.943107
140,219.007750
141,243.316989
142,266.864571
143,289.645451
144,311.655779
145,332.892898
146,353.355334
147,373.042783
148,391.956101
149,410.097283
150,427.469450
151,444.076824
152,459.924713
153,475.019483
154,489.368531
155,502.980264
156,515.864065
157,528.030265
158,539.490112
159,550.255734
160,560.340113
161,569.757039
162,578.521081
163,586.647546
164,594.152442
165,601.052434
166,607.364809
167,613.107430
168,618.298697
169,622.957501
170,627.103185
171,630.755495
172,633.934540
173,636.660744
174,638.954804
175,640.837641
176,642.330359
177,643.454197
178,644.230481
179,644.680584
180,644.825876
